Animal ID,Name,DateTime,MonthYear,Date of Birth,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Outcome
A679971,Elf,06/14/2014 02:17:00 PM,06/14/2014 02:17:00 PM,03/28/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0
A675110,Ginger,03/27/2014 06:35:00 PM,03/27/2014 06:35:00 PM,01/08/2014,Dog,Spayed Female,2 months,American Bulldog Mix,Tricolor,0
A801663,*Jupiter,08/20/2019 09:00:00 AM,08/20/2019 09:00:00 AM,03/07/2019,Cat,Intact Male,5 months,Domestic Shorthair,Orange Tabby/White,0
A689534,Hermes,10/08/2014 04:01:00 PM,10/08/2014 04:01:00 PM,10/05/2011,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan,0
A708081,Nickels,09/19/2015 03:07:00 PM,09/19/2015 03:07:00 PM,01/22/2013,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby/White,0
A788918,Koda,03/21/2019 11:24:00 AM,03/21/2019 11:24:00 AM,02/11/2017,Other,Neutered Male,2 years,Havana Mix,Black,0
A790134,,03/09/2019 04:35:00 PM,03/09/2019 04:35:00 PM,05/05/2018,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Calico,0
A793191,Jessi,04/21/2019 12:24:00 PM,04/21/2019 12:24:00 PM,04/20/2015,Dog,Spayed Female,4 years,German Shepherd Mix,Black/Tan,0
A691866,,11/25/2014 06:34:00 PM,11/25/2014 06:34:00 PM,11/11/2013,Cat,Intact Female,1 year,Domestic Shorthair Mix,White/Blue Tabby,0
A770616,,07/26/2018 08:32:00 AM,07/26/2018 08:32:00 AM,04/20/2018,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,0
A671092,*Buzz,05/26/2014 07:14:00 PM,05/26/2014 07:14:00 PM,01/17/2014,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,White/Tan,0
A800780,*Jessie,08/05/2019 01:00:00 PM,08/05/2019 01:00:00 PM,06/08/2019,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White,0
A677708,,04/28/2014 02:54:00 PM,04/28/2014 02:54:00 PM,03/30/2014,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,0
A784132,Skylar,11/12/2018 04:06:00 PM,11/12/2018 04:06:00 PM,11/12/2017,Dog,Intact Female,1 year,Australian Cattle Dog Mix,White/Blue Tick,0
A819274,Inara,09/19/2020 09:15:00 AM,09/19/2020 09:15:00 AM,07/25/2008,Cat,Spayed Female,12 years,Domestic Shorthair,Calico,0
A772276,,05/20/2018 06:44:00 PM,05/20/2018 06:44:00 PM,05/16/2016,Cat,Intact Female,2 years,Domestic Shorthair Mix,Gray Tabby,0
A703151,*Ella,05/26/2015 11:53:00 AM,05/26/2015 11:53:00 AM,12/21/2014,Dog,Spayed Female,5 months,German Shepherd Mix,Brown,0
A646914,Jasper,01/28/2014 08:46:00 AM,01/28/2014 08:46:00 AM,12/01/2012,Dog,Neutered Male,1 year,Pembroke Welsh Corgi/Brittany,Black/White,1
A683119,Hopper,07/11/2014 06:55:00 PM,07/11/2014 06:55:00 PM,05/01/2014,Dog,Neutered Male,2 months,Manchester Terrier/Jack Russell Terrier,White/Tan,0
A800045,160 Grams,07/15/2019 06:55:00 PM,07/15/2019 06:55:00 PM,07/11/2019,Cat,Intact Male,4 days,Domestic Shorthair,Black,0
A753186,,07/07/2017 05:31:00 PM,07/07/2017 05:31:00 PM,05/03/2017,Dog,Neutered Male,2 months,Border Collie Mix,Black/White,0
A717526,*Mars,12/13/2015 05:34:00 PM,12/13/2015 05:34:00 PM,06/09/2012,Dog,Neutered Male,3 years,Maltese Mix,White,0
A678917,*Louisa,05/20/2014 09:52:00 AM,05/20/2014 09:52:00 AM,04/14/2014,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie,1
A807849,,10/31/2019 12:49:00 PM,10/31/2019 12:49:00 PM,10/31/2017,Bird,Intact Female,2 years,Chicken,Brown/Red,1
A740968,Saturn,12/30/2016 12:00:00 PM,12/30/2016 12:00:00 PM,06/26/2016,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/Black,0
A784070,Peluche,11/14/2018 02:39:00 PM,11/14/2018 02:39:00 PM,03/11/2018,Dog,Intact Male,8 months,Siberian Husky,Black/White,0
A801728,Bruce Wayne,08/12/2019 09:25:00 PM,08/12/2019 09:25:00 PM,08/08/2018,Dog,Neutered Male,1 year,Chihuahua Shorthair,Black/White,0
A786250,Daisy,03/08/2019 11:31:00 AM,03/08/2019 11:31:00 AM,12/20/2016,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,0
A723194,Sage,03/29/2016 01:29:00 PM,03/29/2016 01:29:00 PM,03/28/2013,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico,0
A757232,*Plex,11/01/2017 03:13:00 PM,11/01/2017 03:13:00 PM,08/31/2015,Dog,Neutered Male,2 years,American Bulldog Mix,Brown/White,0
A743888,Polly,05/12/2018 03:10:00 PM,05/12/2018 03:10:00 PM,09/22/2016,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,0
A696228,,02/03/2015 12:17:00 PM,02/03/2015 12:17:00 PM,10/16/2014,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black,0
A738660,,11/19/2016 03:51:00 PM,11/19/2016 03:51:00 PM,11/19/2014,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico,1
A799971,315 Grams,07/14/2019 05:35:00 PM,07/14/2019 05:35:00 PM,06/29/2019,Cat,Intact Female,2 weeks,Domestic Shorthair,Blue Tabby,0
A798089,,06/25/2019 04:12:00 PM,06/25/2019 04:12:00 PM,04/06/2019,Cat,Neutered Male,2 months,Domestic Longhair,Brown Tabby,0
A671158,Lyle,01/21/2014 06:57:00 PM,01/21/2014 06:57:00 PM,06/19/2013,Dog,Neutered Male,7 months,Black Mouth Cur Mix,Brown/White,0
A836741,Nova,06/25/2021 05:18:00 PM,06/25/2021 05:18:00 PM,01/14/2021,Dog,Spayed Female,5 months,Pit Bull Mix,Tan/Black,0
A752548,Ladybird,06/27/2017 05:49:00 PM,06/27/2017 05:49:00 PM,06/23/2015,Dog,Spayed Female,2 years,English Pointer Mix,Brown Merle/White,0
A775834,Little Girl,07/07/2018 01:44:00 PM,07/07/2018 01:44:00 PM,07/07/2007,Dog,Intact Female,11 years,Chihuahua Shorthair Mix,Cream,0
A637456,*Kramer,05/03/2014 03:26:00 PM,05/03/2014 03:26:00 PM,09/18/2009,Dog,Neutered Male,4 years,Boxer Mix,Brown/Black,0
A778772,Taurus,08/23/2018 06:54:00 PM,08/23/2018 06:54:00 PM,04/20/2018,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Orange Tabby/White,0
A695986,Nani,05/28/2015 03:47:00 PM,05/28/2015 03:47:00 PM,01/26/2014,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,0
A704700,Tom,06/08/2015 01:46:00 PM,06/08/2015 01:46:00 PM,06/08/2013,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black,1
A711606,*Billy,09/15/2015 03:38:00 PM,09/15/2015 03:38:00 PM,06/17/2015,Cat,Neutered Male,2 months,Manx Mix,Blue/White,0
A690494,,10/26/2014 12:49:00 PM,10/26/2014 12:49:00 PM,08/26/2014,Dog,Neutered Male,1 month,Cairn Terrier/Chihuahua Shorthair,Yellow/White,0
A840046,*Simba,09/13/2021 03:24:00 PM,09/13/2021 03:24:00 PM,08/01/2019,Other,Intact Male,2 years,Lionhead Mix,Tan,1
A765029,Jaime,01/15/2018 05:31:00 PM,01/15/2018 05:31:00 PM,05/11/2017,Dog,Neutered Male,8 months,Chihuahua Shorthair Mix,White/Black,0
A819753,*Bowee,08/22/2020 02:31:00 PM,08/22/2020 02:31:00 PM,06/09/2020,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Blue Tick,0
A760930,*Bodie,11/16/2017 06:11:00 PM,11/16/2017 06:11:00 PM,10/26/2016,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,0
A695525,*Mr Muffin,02/17/2015 07:50:00 AM,02/17/2015 07:50:00 AM,01/17/2003,Dog,Neutered Male,12 years,Pomeranian,Red/White,0
A825253,Buddy,10/30/2020 07:02:00 PM,10/30/2020 07:02:00 PM,10/30/2019,Dog,Intact Male,1 year,Boxer,Black/White,0
A813556,Riley,02/15/2020 04:43:00 PM,02/15/2020 04:43:00 PM,02/13/2018,Dog,Neutered Male,2 years,Yorkshire Terrier,Brown,0
A805525,Panchitas,10/20/2019 04:07:00 PM,10/20/2019 04:07:00 PM,05/28/2019,Other,Neutered Male,4 months,Rex Mix,White/Black,0
A768053,Lilo,09/29/2018 05:18:00 PM,09/29/2018 05:18:00 PM,03/12/2016,Dog,Intact Female,2 years,Pit Bull Mix,White/Red,0
A828302,Sawyer,01/19/2021 05:38:00 PM,01/19/2021 05:38:00 PM,01/13/2018,Dog,Neutered Male,3 years,Great Pyrenees,White,0
A674384,Sofie,03/29/2014 04:12:00 PM,03/29/2014 04:12:00 PM,03/17/2010,Dog,Spayed Female,4 years,Border Collie Mix,White/Black,0
A763032,,12/01/2017 05:42:00 PM,12/01/2017 05:42:00 PM,12/01/2016,Other,Unknown,1 year,Squirrel Mix,Brown,1
A782738,,10/24/2018 04:10:00 PM,10/24/2018 04:10:00 PM,12/20/2017,Dog,Spayed Female,10 months,Harrier Mix,Black/Tricolor,0
A794089,,05/07/2019 04:45:00 PM,05/07/2019 04:45:00 PM,03/11/2019,Dog,Spayed Female,1 month,Labrador Retriever/Great Pyrenees,Red,0
A825318,,11/02/2020 11:12:00 AM,11/02/2020 11:12:00 AM,10/24/2020,Cat,Intact Female,1 weeks,Domestic Shorthair,Torbie,0
A786554,,12/28/2018 01:29:00 PM,12/28/2018 01:29:00 PM,12/27/2016,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black/White,0
A715882,Bear,11/29/2015 02:04:00 PM,11/29/2015 02:04:00 PM,03/11/2015,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Black,0
A818927,,06/18/2020 08:44:00 AM,06/18/2020 08:44:00 AM,03/18/2020,Other,Unknown,3 months,Fox,Silver/Red,1
A748545,Baby,05/07/2017 12:48:00 PM,05/07/2017 12:48:00 PM,07/03/2016,Other,Spayed Female,10 months,Ferret Mix,Brown,0
A791929,,04/05/2019 10:39:00 AM,04/05/2019 10:39:00 AM,04/02/2019,Cat,Intact Male,3 days,Domestic Shorthair Mix,Blue Tabby/White,1
A716877,Blue,11/29/2015 05:25:00 PM,11/29/2015 05:25:00 PM,06/27/2015,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue,0
A703345,,05/23/2015 03:46:00 PM,05/23/2015 03:46:00 PM,05/16/2015,Cat,Unknown,1 week,Domestic Shorthair Mix,Gray,0
A788741,*Gidget,02/12/2019 10:53:00 AM,02/12/2019 10:53:00 AM,02/07/2011,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Black/Tricolor,0
A709512,,08/11/2015 02:55:00 PM,08/11/2015 02:55:00 PM,07/19/2015,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0
A781419,Grace,12/31/2018 01:39:00 PM,12/31/2018 01:39:00 PM,10/02/2013,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Torbie,0
A674574,Harmony,03/18/2014 02:50:00 PM,03/18/2014 02:50:00 PM,09/15/2012,Dog,Intact Female,1 year,Chihuahua Shorthair/Dachshund,Black/White,0
A710514,Simon,08/27/2015 03:00:00 PM,08/27/2015 03:00:00 PM,08/24/2007,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White,0
A841150,*Caspian,09/17/2021 05:55:00 PM,09/17/2021 05:55:00 PM,03/21/2021,Cat,Neutered Male,5 months,Domestic Shorthair,Brown Tabby,0
A782333,*Tabouleh,10/19/2018 04:22:00 PM,10/19/2018 04:22:00 PM,10/13/2016,Dog,Spayed Female,2 years,Staffordshire Mix,Fawn/White,0
A775519,,08/16/2018 12:42:00 PM,08/16/2018 12:42:00 PM,05/25/2018,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby,0
A788391,*Emerson,02/13/2019 05:00:00 PM,02/13/2019 05:00:00 PM,02/01/2015,Dog,Neutered Male,4 years,Rhod Ridgeback Mix,Red/Black,0
A629344,Champ Hogan,08/27/2018 02:52:00 PM,08/27/2018 02:52:00 PM,06/09/2008,Dog,Neutered Male,10 years,Pit Bull Mix,Brown/White,0
A685597,,08/13/2014 05:34:00 PM,08/13/2014 05:34:00 PM,05/18/2014,Dog,Neutered Male,2 months,Jack Russell Terrier Mix,Tricolor,0
A782947,Viola,10/26/2018 10:47:00 AM,10/26/2018 10:47:00 AM,10/23/2016,Cat,Intact Female,2 years,Siamese Mix,Seal Point,0
A634845,Winston,07/16/2015 06:22:00 PM,07/16/2015 06:22:00 PM,04/30/2012,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle/White,0
A734995,Bennie,09/17/2016 11:22:00 AM,09/17/2016 11:22:00 AM,09/16/2015,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby,0
A682552,Ink,07/03/2014 06:01:00 PM,07/03/2014 06:01:00 PM,06/29/2004,Dog,Intact Female,10 years,Toy Poodle Mix,Black,0
A664722,*Blackberry,11/19/2013 03:25:00 PM,11/19/2013 03:25:00 PM,10/08/2010,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,0
A754355,Cota,08/02/2017 05:35:00 PM,08/02/2017 05:35:00 PM,11/19/2016,Dog,Intact Male,8 months,Pit Bull Mix,Blue/White,0
A700242,Molly,04/23/2015 12:09:00 PM,04/23/2015 12:09:00 PM,04/10/2008,Dog,Intact Female,7 years,Labrador Retriever/Chow Chow,Black,0
A704964,,06/11/2015 02:59:00 PM,06/11/2015 02:59:00 PM,05/11/2015,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Calico,0
A743197,Daysi,02/06/2017 12:52:00 PM,02/06/2017 12:52:00 PM,02/05/2016,Dog,Intact Female,1 year,Border Collie Mix,Black/White,0
A691553,,11/06/2014 01:28:00 PM,11/06/2014 01:28:00 PM,10/22/2014,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie,0
A736526,Alison,11/13/2016 04:08:00 PM,11/13/2016 04:08:00 PM,10/12/2014,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,0
A839403,A839403,10/02/2021 12:51:00 PM,10/02/2021 12:51:00 PM,06/29/2021,Cat,Spayed Female,3 months,Snowshoe Mix,Lynx Point,0
A729551,Jack,08/17/2016 12:00:00 AM,08/17/2016 12:00:00 AM,05/20/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0
A820051,Sadie,07/12/2020 03:20:00 PM,07/12/2020 03:20:00 PM,11/10/2019,Dog,Intact Female,8 months,Australian Cattle Dog Mix,White/Black,0
A759041,Shorty,09/30/2017 05:18:00 PM,09/30/2017 05:18:00 PM,09/25/2014,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/Black,0
A830329,*Rhiannon,03/13/2021 02:13:00 PM,03/13/2021 02:13:00 PM,07/08/2020,Dog,Spayed Female,8 months,Chihuahua Shorthair,Blue,0
A772663,Brie,05/22/2018 04:00:00 PM,05/22/2018 04:00:00 PM,05/22/2015,Cat,Intact Female,3 years,Domestic Shorthair Mix,White/Buff,0
A828986,Sandy,02/01/2021 01:43:00 PM,02/01/2021 01:43:00 PM,01/30/2019,Dog,Spayed Female,2 years,Siberian Husky,Cream,0
A690489,*Thurston,10/27/2014 03:01:00 PM,10/27/2014 03:01:00 PM,10/21/2013,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,0
A693012,*Orlando,12/05/2014 05:12:00 PM,12/05/2014 05:12:00 PM,11/30/2013,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,0
A671125,,01/20/2014 06:32:00 PM,01/20/2014 06:32:00 PM,11/03/2013,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0
A783989,Jack,12/21/2018 05:03:00 PM,12/21/2018 05:03:00 PM,11/11/2017,Dog,Neutered Male,1 year,Beagle Mix,White,0
A758632,Louie,09/20/2017 02:54:00 PM,09/20/2017 02:54:00 PM,09/19/2016,Dog,Intact Male,1 year,Bullmastiff Mix,Brown Brindle/White,0
A741730,*Dillinger,11/18/2017 05:31:00 PM,11/18/2017 05:31:00 PM,01/07/2016,Dog,Neutered Male,1 year,Pit Bull Mix,Black,0
A819619,Luke,07/11/2020 05:20:00 PM,07/11/2020 05:20:00 PM,01/04/2017,Dog,Neutered Male,3 years,Catahoula,White/Black,0
A750072,*Emma,06/21/2017 09:59:00 AM,06/21/2017 09:59:00 AM,04/15/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White,0
A705274,Magenna,05/18/2019 02:17:00 PM,05/18/2019 02:17:00 PM,06/15/2010,Dog,Spayed Female,8 years,Rhod Ridgeback Mix,Red/White,0
A764196,*Finn,01/30/2018 12:11:00 PM,01/30/2018 12:11:00 PM,12/24/2015,Dog,Neutered Male,2 years,Rhod Ridgeback Mix,Tan/White,0
A681283,,06/20/2014 05:51:00 PM,06/20/2014 05:51:00 PM,03/14/2014,Dog,Neutered Male,3 months,Cairn Terrier Mix,Brown,0
A750385,,05/26/2017 05:58:00 PM,05/26/2017 05:58:00 PM,05/24/2017,Cat,Unknown,2 days,Domestic Shorthair Mix,Black,0
A838606,*Ethan,07/21/2021 04:25:00 PM,07/21/2021 04:25:00 PM,05/09/2021,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White,0
A739295,Taz,12/11/2016 07:25:00 PM,12/11/2016 07:25:00 PM,09/30/2013,Dog,Intact Male,3 years,Pit Bull Mix,Brown/White,0
A789428,,02/22/2019 04:07:00 PM,02/22/2019 04:07:00 PM,01/21/2019,Other,Unknown,4 weeks,Mouse Mix,Chocolate,0
A788507,Rocket,06/09/2019 07:40:00 PM,06/09/2019 07:40:00 PM,08/03/2017,Dog,Neutered Male,1 year,Labrador Retriever,Brown/White,0
A756716,,08/24/2017 05:44:00 PM,08/24/2017 05:44:00 PM,08/17/2017,Cat,Unknown,1 week,Domestic Shorthair Mix,Orange Tabby,0
A733036,*Jolene,09/04/2016 06:17:00 PM,09/04/2016 06:17:00 PM,08/16/2013,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Tortie,0
A785547,,12/08/2018 02:54:00 PM,12/08/2018 02:54:00 PM,12/04/2016,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby,0
A834862,*Jam,06/15/2021 11:11:00 AM,06/15/2021 11:11:00 AM,04/07/2021,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0
A783812,Cherokee,11/17/2018 07:13:00 PM,11/17/2018 07:13:00 PM,11/06/2014,Dog,Intact Female,4 years,Pit Bull Mix,Fawn/Brown,0
A746226,Artemis,06/04/2018 12:50:00 PM,06/04/2018 12:50:00 PM,01/06/2016,Dog,Spayed Female,2 years,Great Pyrenees/Pit Bull,Brown Brindle,0
A818071,,06/01/2020 01:17:00 PM,06/01/2020 01:17:00 PM,05/10/2020,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico,0
A669306,America,01/21/2015 06:36:00 PM,01/21/2015 06:36:00 PM,01/21/2011,Dog,Spayed Female,4 years,Affenpinscher Mix,Black,0
A700251,*Tigress,08/01/2015 12:22:00 PM,08/01/2015 12:22:00 PM,10/10/2013,Dog,Spayed Female,1 year,Australian Kelpie Mix,Brown Brindle,0
A720278,Perla,07/02/2017 12:31:00 PM,07/02/2017 12:31:00 PM,10/05/2015,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White,0
A679963,*Greta,09/08/2014 04:23:00 PM,09/08/2014 04:23:00 PM,04/22/2014,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black,0
A822644,Pantera,09/11/2020 05:36:00 PM,09/11/2020 05:36:00 PM,06/22/2020,Dog,Spayed Female,2 months,Dachshund Mix,Black/White,0
A799134,,07/20/2019 07:05:00 PM,07/20/2019 07:05:00 PM,05/05/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,0
A707340,Viktor,07/22/2015 06:53:00 PM,07/22/2015 06:53:00 PM,03/11/2015,Dog,Neutered Male,4 months,Labrador Retriever Mix,Black/White,0
A726500,Scooter,05/16/2016 06:53:00 PM,05/16/2016 06:53:00 PM,03/16/2016,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Blue Tabby,0
A684465,Lillian,03/11/2018 06:58:00 PM,03/11/2018 06:58:00 PM,05/24/2014,Dog,Spayed Female,3 years,Beagle Mix,Black/Tricolor,0
A631224,Gray Scale,12/20/2017 06:01:00 PM,12/20/2017 06:01:00 PM,07/02/2002,Cat,Neutered Male,15 years,Domestic Longhair/Domestic Longhair,Blue,1
A806221,Ruby,10/12/2019 06:01:00 PM,10/12/2019 06:01:00 PM,10/07/2017,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby,0
A722869,Chip,03/23/2016 06:59:00 PM,03/23/2016 06:59:00 PM,03/23/2013,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Fawn/White,0
A745993,*Yolanda,03/31/2017 11:55:00 AM,03/31/2017 11:55:00 AM,01/27/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0
A837992,Riley,07/02/2021 11:26:00 AM,07/02/2021 11:26:00 AM,07/01/2016,Dog,Neutered Male,5 years,Shih Tzu Mix,White/Cream,0
A708034,*Bindi,08/27/2015 01:15:00 PM,08/27/2015 01:15:00 PM,05/31/2015,Cat,Spayed Female,2 months,Siamese Mix,Flame Point,0
A742463,Manchas,05/21/2017 05:52:00 PM,05/21/2017 05:52:00 PM,12/22/2016,Dog,Neutered Male,4 months,Pit Bull Mix,White/Black,0
A701796,Booker,05/08/2015 06:21:00 PM,05/08/2015 06:21:00 PM,03/04/2015,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Black/White,0
A746875,,04/25/2017 12:00:00 AM,04/25/2017 12:00:00 AM,04/10/2015,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,0
A776270,Canelo,07/11/2018 01:13:00 PM,07/11/2018 01:13:00 PM,07/11/2017,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White,0
A827507,Caterina,02/04/2021 10:59:00 AM,02/04/2021 10:59:00 AM,06/23/2008,Cat,Spayed Female,12 years,Siamese,Lynx Point,0
A665293,*Shadow,10/20/2013 01:10:00 PM,10/20/2013 01:10:00 PM,10/16/2011,Dog,Intact Female,2 years,Australian Kelpie Mix,Black,0
A671424,Buddy,02/07/2014 05:28:00 PM,02/07/2014 05:28:00 PM,11/25/2013,Dog,Neutered Male,2 months,Labrador Retriever,Tan,0
A753317,,07/11/2017 06:22:00 PM,07/11/2017 06:22:00 PM,04/04/2017,Cat,Unknown,3 months,Domestic Shorthair Mix,White/Brown Tabby,0
A765554,,04/04/2018 02:16:00 PM,04/04/2018 02:16:00 PM,01/10/2018,Dog,Spayed Female,2 months,Chihuahua Shorthair/Miniature Poodle,Black/Brown,0
A803597,Blue,09/04/2019 04:43:00 PM,09/04/2019 04:43:00 PM,09/03/2017,Dog,Intact Male,2 years,Staffordshire/English Bulldog,Brown/White,0
A691017,,10/29/2014 06:37:00 PM,10/29/2014 06:37:00 PM,04/28/2014,Other,Unknown,6 months,Rabbit Sh,White/Brown,0
A792512,,04/11/2019 03:59:00 PM,04/11/2019 03:59:00 PM,04/11/2011,Dog,Intact Female,8 years,Golden Retriever Mix,Gold,0
A798161,,09/24/2019 07:46:00 PM,09/24/2019 07:46:00 PM,04/15/2019,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby/White,1
A743175,,02/09/2017 04:50:00 PM,02/09/2017 04:50:00 PM,02/05/2016,Dog,Neutered Male,1 year,German Shepherd,Black/Tan,0
A679878,Oreo,10/28/2014 05:16:00 PM,10/28/2014 05:16:00 PM,05/27/2013,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,0
A750283,,05/29/2017 02:20:00 PM,05/29/2017 02:20:00 PM,04/25/2017,Bird,Unknown,4 weeks,Chicken Mix,Gray,0
A730941,Virtue,12/14/2016 03:46:00 PM,12/14/2016 03:46:00 PM,07/13/2008,Cat,Neutered Male,8 years,Domestic Longhair Mix,Black,0
A632028,Daisy,11/25/2015 11:53:00 AM,11/25/2015 11:53:00 AM,07/11/2010,Dog,Spayed Female,5 years,Great Pyrenees Mix,White,0
A702422,Hunner,07/07/2015 06:17:00 PM,07/07/2015 06:17:00 PM,04/14/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0
A779214,*Rover,09/17/2018 06:05:00 PM,09/17/2018 06:05:00 PM,08/27/2017,Dog,Neutered Male,1 year,Labrador Retriever/Pointer,Brown/White,0
A666357,Ferdinand,11/24/2013 03:00:00 PM,11/24/2013 03:00:00 PM,10/30/2010,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,0
A807465,*Cheerio,10/29/2019 02:26:00 PM,10/29/2019 02:26:00 PM,09/17/2019,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,0
A703728,,05/29/2015 09:00:00 AM,05/29/2015 09:00:00 AM,05/28/2013,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie/White,0
A680096,,05/29/2014 05:51:00 PM,05/29/2014 05:51:00 PM,04/29/2014,Cat,Unknown,4 weeks,Domestic Shorthair,Black,1
A723597,,04/04/2016 09:58:00 AM,04/04/2016 09:58:00 AM,04/03/2015,Other,Unknown,1 year,Bat,Brown,1
A765801,Jake,03/24/2018 03:23:00 PM,03/24/2018 03:23:00 PM,03/27/2017,Dog,Neutered Male,11 months,Labrador Retriever Mix,Red,0
A704699,Romie,08/22/2015 11:15:00 AM,08/22/2015 11:15:00 AM,06/08/2012,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White,0
A808184,Girl,11/06/2019 12:00:00 AM,11/06/2019 12:00:00 AM,11/05/2015,Dog,Intact Female,4 years,Chihuahua Shorthair,Brown/Tricolor,0
A790956,Macha,03/19/2019 04:21:00 PM,03/19/2019 04:21:00 PM,03/19/2009,Dog,Spayed Female,10 years,Shetland Sheepdog Mix,Red/White,0
A699903,,04/15/2015 06:16:00 PM,04/15/2015 06:16:00 PM,04/02/2015,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Blue Tabby,0
A738324,Stewart,02/14/2017 05:11:00 PM,02/14/2017 05:11:00 PM,11/12/2013,Dog,Intact Male,3 years,Pit Bull Mix,Black/White,0
A742561,Arwen,05/28/2017 04:46:00 PM,05/28/2017 04:46:00 PM,01/23/2014,Dog,Spayed Female,3 years,Pit Bull Mix,White/Blue,0
A750532,Kiki,06/18/2017 12:50:00 PM,06/18/2017 12:50:00 PM,04/13/2017,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,0
A702981,,05/19/2015 06:47:00 PM,05/19/2015 06:47:00 PM,05/04/2015,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue/White,0
A782046,Hope,10/13/2018 05:23:00 PM,10/13/2018 05:23:00 PM,08/25/2018,Dog,Spayed Female,1 month,English Coonhound Mix,Tricolor/Brown,0
A736956,,10/25/2016 03:21:00 PM,10/25/2016 03:21:00 PM,10/20/2013,Dog,Intact Male,3 years,Sussex Span Mix,White/Tan,1
A692774,Cookie,11/30/2014 01:27:00 PM,11/30/2014 01:27:00 PM,11/25/2008,Dog,Spayed Female,6 years,Bulldog Mix,White/Black,0
